i,t_v,tensión(V)
0,1668002667.899884,+1.51277000E-04

0,1668002668.4298787,+1.52152000E-04

0,1668002668.9498737,+1.56981000E-04

0,1668002669.4798684,+1.55045000E-04

0,1668002669.9998631,+1.56450000E-04

0,1668002670.5298579,+1.55920000E-04

0,1668002671.0568526,+1.56513000E-04

0,1668002671.5768473,+1.57210000E-04

0,1668002672.106842,+1.56315000E-04

0,1668002672.626837,+1.58074000E-04

0,1668002673.1568315,+1.58740000E-04

0,1668002673.6768265,+1.56815000E-04

0,1668002674.1968212,+1.58532000E-04

0,1668002674.726816,+1.60374000E-04

0,1668002675.2468107,+1.61082000E-04

0,1668002675.7768054,+1.62800000E-04

0,1668002676.2968004,+1.65943000E-04

0,1668002676.826795,+1.64028000E-04

0,1668002677.3467896,+1.65370000E-04

0,1668002677.8767843,+1.66848000E-04

0,1668002678.3967793,+1.68451000E-04

0,1668002678.926774,+1.69638000E-04

0,1668002679.4487689,+1.67431000E-04

0,1668002679.9687634,+1.65735000E-04

0,1668002680.498758,+1.69700000E-04

0,1668002681.018753,+1.69451000E-04

0,1668002681.549748,+1.68722000E-04

0,1668002682.076743,+1.72334000E-04

0,1668002682.5967376,+1.73447000E-04

0,1668002683.1267323,+1.68431000E-04

