i,t_v,tensión(V)
0,1668008077.4348824,+9.72509000E-04

0,1668008077.9648716,+9.72551000E-04

0,1668008078.4848614,+9.72863000E-04

0,1668008079.0148509,+9.72936000E-04

0,1668008079.54484,+9.73175000E-04

0,1668008080.0648296,+9.73342000E-04

0,1668008080.594819,+9.73269000E-04

0,1668008081.1158087,+9.73623000E-04

0,1668008081.6457982,+9.73727000E-04

0,1668008082.165788,+9.73737000E-04

0,1668008082.6957772,+9.74164000E-04

0,1668008083.2257667,+9.74310000E-04

0,1668008083.7457561,+9.74549000E-04

0,1668008084.2757456,+9.74299000E-04

0,1668008084.7957354,+9.74508000E-04

0,1668008085.3257246,+9.75038000E-04

0,1668008085.855714,+9.74424000E-04

0,1668008086.3757036,+9.74820000E-04

0,1668008086.9056928,+9.75018000E-04

0,1668008087.4256828,+9.75080000E-04

0,1668008087.955672,+9.74913000E-04

0,1668008088.4756615,+9.75194000E-04

0,1668008089.005651,+9.75319000E-04

0,1668008089.527641,+9.75174000E-04

0,1668008090.0576305,+9.75351000E-04

0,1668008090.5876198,+9.75153000E-04

0,1668008091.1046095,+9.74809000E-04

0,1668008091.639599,+9.74497000E-04

0,1668008092.1595888,+9.74497000E-04

0,1668008092.6895783,+9.74216000E-04

0,1668008093.2095678,+9.74237000E-04

0,1668008093.739557,+9.73810000E-04

0,1668008094.259547,+9.73425000E-04

0,1668008094.7895362,+9.73258000E-04

0,1668008095.3095257,+9.72780000E-04

0,1668008095.8345158,+9.72613000E-04

0,1668008096.364505,+9.72218000E-04

0,1668008096.8844945,+9.71843000E-04

0,1668008097.414484,+9.71708000E-04

0,1668008097.9344738,+9.71468000E-04

0,1668008098.4684632,+9.71302000E-04

0,1668008098.988453,+9.71010000E-04

0,1668008099.5184422,+9.71021000E-04

0,1668008100.0384316,+9.70490000E-04

0,1668008100.5684211,+9.70448000E-04

0,1668008101.0904107,+9.70459000E-04

0,1668008101.6114004,+9.70188000E-04

0,1668008102.1413898,+9.70021000E-04

0,1668008102.6613793,+9.69730000E-04

0,1668008103.1913688,+9.69543000E-04

0,1668008103.721358,+9.69418000E-04

0,1668008104.2453482,+9.69334000E-04

0,1668008104.7653377,+9.69126000E-04

0,1668008105.295327,+9.68970000E-04

0,1668008105.8153164,+9.68762000E-04

0,1668008106.3453062,+9.68835000E-04

0,1668008106.8652956,+9.68689000E-04

0,1668008107.395285,+9.68949000E-04

0,1668008107.9152744,+9.68595000E-04

0,1668008108.4452639,+9.68772000E-04

0,1668008108.9652536,+9.68689000E-04

0,1668008109.495243,+9.68731000E-04

0,1668008110.0152326,+9.68929000E-04

0,1668008110.5452218,+9.68543000E-04

0,1668008111.0652115,+9.69053000E-04

0,1668008111.595201,+9.69189000E-04

0,1668008112.1151905,+9.69251000E-04

0,1668008112.64518,+9.69199000E-04

0,1668008113.1651697,+9.69387000E-04
